Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
Graphical Data Displays and Database Queries: Helping Users Select the Right Display for the Task ,,NA,NA,Beate Grawemeyer and Richard Cox ,"Book Series: Lecture Notes in Computer Science, Volume 3638/2005, Book: Smart Graphics, Pages 53-64,  SpringerLink Date Wednesday, August 24, 2005",no,,
Communities of Practice ,,NA,NA,P. Reimann ,"Book Series International Handbooks on Information Systems
Book Handbook on Information Technologies for Education and Training, Edition 2, Pages 277-293, SpringerLink Date Thursday, June 26, 2008",no,,
The Effect of Knowledge-of-External-Representations upon Performance and Representational Choice in a Database Query Task,,NA,NA,Beate Grawemeyer and Richard Cox ,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 2980/2004, Book Diagrammatic Representation and Inference, Pages 351-354, SpringerLink Date Friday, July 16, 2004",no,,
Does Use of Development Model Affect Estimation Accuracy and Bias? ,,NA,NA,"Kjetil Mol?kken, Anette C. Lien, Magne J?rgensen, Sinan S. Tanilkan, Hans Gallis and Siw E. Hove ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3009/2004, Book: Product Focused Software Process Improvement, Pages 17-29,SpringerLink Date Tuesday, March 09, 2004",no,,
Methods for justifying arithmetic hypotheses and computer algebra ,,NA,NA,N. M. Glazunov ,"Programming and Computer Software, Volume 32, Number 3 / May, 2006 ",no,,
Inducing Sequentiality Using Grammatical Genetic Codes ,,NA,NA,"Kei Ohnishi, Kumara Sastry, Ying-Ping Chen and David E. Goldberg ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3102/2004, Book Genetic and Evolutionary Computation ? GECCO 2004, Pages 1426-1437, SpringerLink Date Tuesday, June 01, 2004",no,,
Foundations of Human Computing: Facial Expression and Emotion ,,NA,NA,,"Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4451/2007, Book: Artifical Intelligence for Human Computing, DOI 10.1007/978-3-540-72348-6, ISBN 978-3-540-72346-2, Pages 1-16, Subject Collection Computer Science, SpringerLink Date Tuesday, July 10, 2007 ",no,,
"Music, Heart Rate, and Emotions in the Context of Stimulating Technologies ",,NA,NA,Jenni Anttonen and Veikko Surakka ,"Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4738/2007, Book: Affective Computing and Intelligent Interaction, Pages 290-301, SpringerLink Date Tuesday, September 04, 2007",no,,
Analysing the Demand Side of E-Government: What Can We Learn From Slovenian Users? ,,NA,NA,"Mateja Kunstelj, Tina Juki? and Mirko Vintar ","Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4656/2007, Book: Electronic Government, ISBN 978-3-540-74443-6, Pages 305-317, SpringerLink Date Saturday, August 18, 2007 ",no,,
Building Theories from Multiple Evidence Sources ,,NA,NA,Forrest Shull and Raimund L. Feldmann ,"Book: Guide to Advanced Empirical Software Engineering, Publisher Springer London, ISBN 978-1-84800-043-8 (Print) 978-1-84800-044-5 (Online), Part Section III, Pages 337-364, SpringerLink Date Wednesday, November 21, 2007",no,,
The Amount of Information on Emotional States Conveyed by the Verbal and Nonverbal Channels: Some Perceptual Data ,,NA,NA,Anna Esposito ,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4391/2007, Book: Progress in Nonlinear Speech Processing, ISBN 978-3-540-71503-0, Pages 249-268, SpringerLink Date Thursday, May 24, 2007",no,,
A Bayesian Approach to Modelling Users? Information Display Preferences ,,NA,NA,Beate Grawemeyer and Richard Cox ,"Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3538/2005, Book: User Modeling 2005, ISBN 978-3-540-27885-6,  Pages 225-230, SpringerLink Date Friday, August 19, 2005",no,,
"An empirical study of the effect of complexity, platform, and program type on software development effort of business applications ",,NA,NA,"Girish H. Subramanian, Parag C. Pendharkar and Mary Wallace ","Journal Empirical Software Engineering, Publisher Springer Netherlands, ISSN 1382-3256 (Print) 1573-7616 (Online), Issue Volume 11, Number 4 / December, 2006, Pages 541-553, 
SpringerLink Date Tuesday, October 17, 2006",no,,
Let?s Get Ready to Rumble: Crossover Versus Mutation Head to Head ,,NA,NA,Kumara Sastry and David E. Goldberg ,"Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3103/2004, Book: Genetic and Evolutionary Computation ? GECCO 2004, ISBN 978-3-540-22343-6, Pages 126-137, SpringerLink Date Tuesday, June 01, 2004",no,,
"Building Virtual Spaces 
Games as Gatekeepers for the IT Workforce ",,NA,NA,"Andrea H. Tapia, Magy Seif El-Nasr, Ibrahim Yucel, Joseph Zupko and Edgard Maldonado","IFIP International Federation for Information Processing, Virtuality and Virtualization",no,,
Support for Task Modeling ? A ?Constructive? Exploration ,,NA,NA,"Anke Dittmar, Peter Forbrig, Simone Heftberger and Chris Stary ","Lecture Notes in Computer Science, Engineering Human Computer Interaction and Interactive Systems",no,,
Computational Intelligence in Bioinformatics ,,NA,NA,Sushmita Mitra ,"Lecture Notes in Computer Science, Transactions on Rough Sets III ",no,,
Parameterising Bayesian Networks ,,NA,NA,"Owen Woodberry, Ann E. Nicholson, Kevin B. Korb and Carmel Pollino ","Lecture Notes in Computer Science, AI 2004: Advances in Artificial Intelligence ",no,,
Hybrid Modeling of Test-and-Fix Processes in Incremental Development ,,NA,NA,"He Zhang, Ross Jeffery and Liming Zhu ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 5007/2008, Book: Making Globally, Distributed Software Development a Success Story, ISBN 978-3-540-79587-2, Pages 333-344, SpringerLink Date Tuesday, May 06, 2008",no,,
A Hands-On Approach for Teaching Systematic Review ,,NA,NA,"Maria Teresa Baldassarre, Nicola Boffoli, Danilo Caivano and ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 5089/2008, Book: Product-Focused Software Process Improvement, ISBN 978-3-540-69564-6, Pages 415-426, SpringerLink Date Tuesday June  2008",no,,
The Impact of Structuring the Interface as a Decision Tree in a Treatment Decision Support Tool ,,NA,NA,"Neil Carrigan, Peter H. Gardner, Mark Conner and John Maule ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4799/2007, Book: HCI and Usability for Medicine and Health Care, ISBN 978-3-540-76804-3, Pages 273-288
SpringerLink Date Thursday, November 08, 2007",no,,
"Design, development and evaluation of online interactive simulation software for learning human genetics ",,NA,NA,"A. Holzinger, W. Emberger, S. Wassertheurer and L. Neal ","Journal e & i Elektrotechnik und Informationstechnik, Publisher Springer Wien, ISSN 0932-383X (Print) 1613-7620 (Online)
Issue Volume 125, Number 5 / May, 2008, Pages 190-196, SpringerLink Date Thursday, June 12, 2008",no,,
SmartTransplantation - Allogeneic Stem Cell Transplantation as a Model for a Medical Expert System ,,NA,NA,"Gerrit Meixner, Nancy Thiels and Ulrike Klein ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4799/2007, Book HCI and Usability for Medicine and Health Care, ISBN 978-3-540-76804-3, Pages 303-314, SpringerLink Date Thursday, November 08, 2007",no,,
Teaching Empirical Methods to Undergraduate Students Working Group Results ,,NA,NA,"Austen Rainer, Marcus Ciolkowski, Dietmar Pfahl, Barbara Kitchenham, Sandro Morasca, Matthias M. MÅller, Guilherme H. Travassos and Sira Vegas ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg,  Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, DOI 10.1007/978-3-540-71301-2, ISBN 978-3-540-71300-5, Pages 158-162, SpringerLink Date Monday, June 11, 2007",no,,
Building Theories in Software Engineering ,,NA,NA,"Dag I. K. Sj?berg, Tore Dyb?, Bente C. D. Anda and Jo E. Hannay ","Book Guide to Advanced Empirical Software Engineering, Publisher Springer London, ISBN 978-1-84800-043-8 (Print) 978-1-84800-044-5 (Online), Part Section III, Pages 312-336, SpringerLink Date Wednesday, November 21, 2007",no,,
A task-specific ontology for the application and critiquing of time-oriented clinical guidelines ,,NA,NA,"Yuval Shahar, Silvia Miksch and Peter Johnson ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 1211/1997, Book Artificial Intelligence in Medicine, ISBN 978-3-540-62709-8, Category Protocols and Guidelines, Pages 51-61, SpringerLink Date Monday, April 10, 2006",no,,
A Review of Public Health Syndromic Surveillance Systems ,,NA,NA,"Ping Yan, Daniel Zeng and Hsinchun Chen ","Lecture Notes in Computer Science, Intelligence and Security Informatics",no,,
Algorithm and care pathway: Clinical guidelines and healthcare processes ,,NA,NA,"Colin Gordon, Peter Johnson, Chris Waite and Mario Veloso ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 1211/1997, Book Artificial Intelligence in Medicine, ISBN 978-3-540-62709-8, Category Protocols and Guidelines, DOI 10.1007/BFb0029437, Pages 66-69, SpringerLink Date Monday, April 10, 2006",no,,
Research in information systems in China (1999?2005) and international comparisons ,,NA,NA,"Shaobo Ji, Qingfei Min and Weihe Han ","Journal Frontiers of Business Research in China, Publisher Higher Education Press, co-published with Springer-Verlag GmbH, ISSN 1673-7326 (Print) 1673-7431 (Online), Issue Volume 1, Number 1 / February, 2007, Pages 19-38, SpringerLink Date Tuesday, March 20, 2007",no,,
Enabling an Online Community for Sharing Oral Medicine Cases Using Semantic Web Technologies ,,NA,NA,"Marie Gustafsson, G?ran Falkman, Fredrik Lindahl and Olof Torgersson ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4273/2006, Book The Semantic Web - ISWC 2006, Copyright 2006, ISBN 978-3-540-49029-6, Category 2 Semantic Web in Use, Pages 820-832, SpringerLink Date Friday, November 03, 2006",no,,
E- Health System for Coagulation Function Management by Elderly People ,,NA,NA,"Noemi Biterman, Eyal Lerner and Haim Bitterman ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4556/2007, Book Universal Access in Human-Computer Interaction. Applications and Services, ISBN 978-3-540-73282-2, Pages 853-859, SpringerLink Date Friday, August 24, 2007",no,,
Mining Process Execution and Outcomes ? Position Paper ,,NA,NA,"Mor Peleg, Pnina Soffer and Johny Ghattas ","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4928/2008, Book Business Process Management Workshops, ISBN 978-3-540-78237-7, Pages 395-400, Subject Collection Computer Science, SpringerLink Date Friday, February 29, 2008",no,,
A Theoretical Approach to Information Needs Across Different Healthcare Stakeholders ,,NA,NA,Reetta Raitoharju and Eeva Aarnio ,"Book Series IFIP International Federation for Information Processing, Publisher Springer Boston, ISSN 1571-5736 (Print) 1861-2288 (Online),  Volume 252/2008, Book Integration and Innovation Orient to E-Society Volume 2, ISBN 978-0-387-75493-2, Pages 497-504, SpringerLink Date Thursday, December 27, 2007",no,,
Replicating studies on cross- vs single-company effort models using the ISBSG Database ,,NA,NA,,"Journal Empirical Software Engineering, Publisher Springer Netherlands, ISSN 1382-3256 (Print) 1573-7616 (Online), Issue Volume 13, Number 1 / February, 2008, Pages 3-37, Subject Collection Computer Science, SpringerLink Date Wednesday, August 08, 2007",no,,
Nurses? Working Practices: What Can We Learn for Designing Computerised Patient Record Systems? ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4799/2007, Book HCI and Usability for Medicine and Health Care, ISBN 978-3-540-76804-3, Pages 55-68, SpringerLink Date Thursday, November 08, 2007",no,,
Document-Oriented Views of Guideline Knowledge Bases ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4594/2007, Book Artificial Intelligence in Medicine, ISBN 978-3-540-73598-4, Pages 431-440, SpringerLink Date Thursday, August 30, 2007",no,,
Using Unified Modeling Language for Conceptual Modelling of Knowledge-Based Systems ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4801/2008, Book Conceptual Modeling - ER 2007, ISBN 978-3-540-75562-3, Pages 438-453, SpringerLink Date Wednesday, November 14, 2007",no,,
Joint Registration and Segmentation of Serial Lung CT Images in Microendoscopy Molecular Image-Guided Therapy ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 5128/2008, Book Medical Imaging and Augmented Reality, ISBN 978-3-540-79981-8, Pages 12-20, SpringerLink Date Tuesday, July 15, 2008",no,,
Information Management in Distributed Healthcare Networks ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3551/2005, Book Data Management in a Connected World, ISBN 978-3-540-26295-4, Pages 315-334, SpringerLink Date Tuesday, June 14, 2005",no,,
"Model-Driven, Network-Context Sensitive Intrusion Detection ",,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 4735/2007, Book Model Driven Engineering Languages and Systems, ISBN 978-3-540-75208-0, Pages 61-75, SpringerLink Date Wednesday, September 12, 2007",no,,
Evaluation of techniques for manufacturing process analysis ,,NA,NA,,"Journal Journal of Intelligent Manufacturing, Publisher Springer Netherlands, ISSN 0956-5515 (Print) 1572-8145 (Online), Issue Volume 17, Number 5 / October, 2006, Pages 571-583, SpringerLink Date Thursday, October 05, 2006",no,,
Experience of using a lightweight formal specification method for a commercial embedded system product line ,,NA,NA,,"Journal Requirements Engineering, Publisher Springer London, ISSN 0947-3602 (Print) 1432-010X (Online), Issue Volume 10, Number 2 / May, 2005, Pages 161-172, SpringerLink Date Monday, May 02, 2005",no,,
Cerebral Vessel Enhancement Using Rigid Registration in Three-Dimensional CT Angiography ,,NA,NA,,"Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3287/2004, Book Progress in Pattern Recognition, Image Analysis and Applications, ISBN 978-3-540-23527-9, Pages 541-549, SpringerLink Date Thursday, November 18, 2004",no,,
